email_id,date,subject,body_preview,word_count,num_links,num_exclamations,capital_ratio,special_char_ratio,has_html,email_length,sender_score,label
EML03437,2023-02-01,Team lunch Friday,h f f g t m x thanks p m q t z q b c c x t agenda forward p u p i l i q x meeting n u i l u n i r c d h k d a n x g o co,184,2,10,0.14,8.7%,True,448,119.74,HAM
EML02870,14/5/2022,Dinner plans,g c b n j u c a o m e p x m c o regards i z p t g d update c w w f w n l k s looking h k y n x j y team s o c t l g n g ,88,2,10,0.07,0.1136,False,210,,ham
EML03559,2020-06-17,Re: your inquiry,g a y q f f p h j o s u y f e s e t o g r l n j b w c g q r q y y i p s i k h a t l a document i r o i k u b n z t h d j,160,2,4,0.16,0.0688,True,358,,ham 
EML04480,6.11.2022,  Follow up on our call  ,i b y v v review r d w p e h p o d h forward d f z c q b h l u j d j o u v p e c review m i a f attached y d f f z f n m,76,1,7,0.02,0.25,True,179,59.54,no
EML02672,2021-08-20,Quick question,c e q c f d n x x g x w t m y z x f i i j x report f j p t r z schedule s h o w v q v e o b i m l q u u b q w s z p q h ,84,1,3,0.13,0.1905,False,187,1.18,HAM
EML03608,13/6/2024,Quick question,c v z e u c g g v h h z follow s meeting k agenda m r r j f p m z b,26,2,15,0.16,0.3846,False,67,7.37,Ham
EML03502,2021-05-01,URGENT: Account suspended,o z l limited j selected x r h p r f w f q j r s d l g a x q t i z b i l cash o p i q g cheap c a x g i z o n w e j c i ,260,1,11,0.71,0.0346,NO,607,20.52,spam
EML04401,5/6/2024,Reminder: dentist appointment,document a d o k v l l x u project s k r w i best o attached r e p e l j e z confirm o a b f p p z o j w l x j i x n o t,153,0,18,0.17,0.1961,True,371,83.01,No
EML00326,15/7/2024,Quick question,p schedule s v z y n o j r y h p x o q w w regards looking a y a j w l z r m a n d j u g f m o best u e d h u c t s m w ,150,2,0,0.02,0.18,false,347,28.32,NO
EML03783,2023-03-01,Job application received,j a b x x y a e d y k s g z k t b w o v u e c j r e d d j y j o schedule a b document u l x w w q r v v x m v c h f f g ,162,0,15,0.06,0.0123,false,373,189.71,Ham
EML00656,,Quick question,s l m y team s y y o o m o l s c b o v k j z l w n l d k s s f please q j n n w y b j w k r h follow m g confirm r h p r,109,1,5,0.17,0.2294,True,,4.73,No
EML04034,10/12/2020,Act now before its too late,n q i a u q w n j v p f n cash a x g s f k win c o a z cheap c g k k s a s win x h buy g o g i w d e n j a y s s f q w z,92,1,40,0.66,0.0761,True,196,45.64,spam
EML00158,28.3.2023,WIN $1000 NOW!!!,u m r u t u k b h n s b l y t u n exclusive x m h n y r v k e v o click x d c z y i urgent w a y j y p n m z g g guarant,295,7,33,0.67,0.0475,True,701,-0.93, spam
EML04347,2022-03-07,Weekend plans,q y s project p y y u x o l f b i m r d x x a p b r b a b z m q a t y p s report q g x j k l s g project g i k r b z e u,123,1,20,0.04,0.0813,True,276,14.97,ham 
EML00204,5-2-2024,Free iPhone giveaway,c s t w z z d o c a u u i n k i q m x i z g o x a t c earn s b w h k o win q money w v s w g a t g e i j o g l p r d q j,161,7,17,0.54,0.118,True,374,36.02,spam
EML00592,,Click here to claim prize,r congratulations m d m i p win f a l n x u urgent i t i opportunity v c p g b urgent e h n y o n n s h d v c p v o h q ,270,5,18,0.44,0.0222,True,689,24.93,SPAM
EML02083,14.2.2021,Act now before its too late,e p m t i congratulations m p q h k p click s congratulations n w m a a m p i f n s e v a j f f s b b i g g p n q e h l ,54,5,30,0.62,0.463,1,143,42.43,spam
EML04417,16.8.2023,Work from home $5000/week,h v g free e h y p r b y w t x f b g w e r u j g h guaranteed s i v u congratulations u k o p j h o o s u a a h f n f r ,154,5,9,0.32,0.0714,True,376,,SPAM
EML05323,,WIN $1000 NOW!!!,money p b f profit opportunity o e p u n q r a z u p b d x i m r t y u t i c w w y x g d b m v y r u f v a i x b b s k i,239words,4,40,0.52,0.0711,False,609,,yes
EML03403,,Happy Birthday!,u w g x a g h looking e confirm b y w update h a k l o p l feedback r p s i g j r k x m x s v t n l l m z z j u u h w d ,129,2,16,0.04,0.1008,False,287,38.14,ham
EML01591,12-14-2023,Special promotion for you,o c l m e r b z d f s y i t o c z s y t b y q l s q y y v n c o j h i i e o u click earn x i t c e f offer p e d u prize,118,8,5,0.54,0.1356,false,278,13.28,spam
EML01852,19.7.2021,Project update,y k a k c j f n r b w y e z p r q d m x g c attached h b v r d s e y k k e e a s m a j l q q f c p r h n p s t discuss t,186,0,14,0.2,0.1183,False,456,50.98,ham 
EML04696,20.8.2023,You are a winner!!!,l i j p o g exclusive q r u win m v q guaranteed q o a w t b cheap g m a e profit n b w p t i d h winner x u prize p r d,286,5,40,0.3,0.014,1,681,0.44, spam
EML03250,,Meeting tomorrow at 3pm,j y j l f g k m s g s w e document looking s f r d f follow g t r g f h t l s r n v o o x c d r g w o z w x b o s r d q ,171,1,2,0.03,0.1579,True,431,,HAM
EML03086,1/2/2021,You have been selected!,k n i m t h k g l a w t n h r l v q g h e h t s u cash u free j t n y v e o i e g selected s v prize a d b j u o s s c m,97,2,7,0.37,0.299,True,220,69.69,YES
EML04079,21/11/2024,Book club meeting,v q a k y v meeting d y t g l k discuss l y u f p e e y a l h y l g h l o y please s s n l q a update c x d a x i x f z ,89words,1,5,0.15,0.0562,true,235,98.98,ham 
EML04259,,New feature release,k j a e g o s v s update j g d r t c b h f z y i a q forward g q x v a t s s z b d w c x d q z e n b q h b a o m x k z k,103,1,14,0.15,0.1068,True,233,79.77,No
EML00946,23/12/2021,You are a winner!!!,k i selected o w a e d l b b i h d j h k b j s d a v money i earn k x q u d i h s n k p q q i urgent f e h w h t f g h i,276,3,12,0.37,0.1087,False,645,3.91,spam 
EML00908,28.2.2021,Reminder: dentist appointment,c l d l u c g y k t s h y v h confirm d b l confirm x w i document h project n report w e looking b u o t g o a d v c e ,130,2,4,0.08,0.0615,True,326,18.25,No
EML01141,,Book club meeting,f p e y p update j i t t c t h u z f l b h s y v thanks y i z n f a t r b,32,2,18,0.15,0.3125,True,73,37.34,NO
EML01509,,Team lunch Friday,e o p f l h q k w n s v please document w z o l meeting g q e k h q y j e s k t discuss a v m g p r h b e n l project i ,189,2,16,0.0,0.0053,False,474,18.32,no
EML01294,,New feature release,r h a f p d m m c t q n b r d n g r n o h g k z n x s c k confirm u d meeting f q f w a t c w y m z h b a l i p m u l n ,76,0,2,0.09,0.3158,False,170,42.43,ham
EML00491,10/10/2023,You have been selected!,p b w t i i h o q y cash q a i s o y o w q j x s s l e click n l i l o x o o o k s selected k e e q c o cash h q a j b k,144,8,49,0.52,0.1875,False,326,,Spam
EML03120,8.12.2020,Project update,v v attached p p f s d d v c p u z v x c a p f attached v p n e f f v y a review s g e j j i u k feedback e j d t t z e ,77words,2,14,0.11,0.1688,false,188,16.9,ham
EML03139,26/6/2024,Conference call notes,v l a q f c j x a g q schedule z e a c o c u n m k i c r j s discuss agenda p d b t q u x k w b t x r q looking meeting ,162,0,4,0.16,0.0432,False,402,3.93,ham 
EML04554,25/9/2023,Project update,best t w s b y q s o b q q b v a thanks z z p x y j o m o i v y w o x m y q u v g p a q x meeting g q y r j t x m n p p ,87,1,6,0.19,0.2414,False,213,46.75,no
EML02196,2/2/2022,Quarterly report,j m l u h document u b z u e q s r confirm s g f c thanks p y x n m e t k attached s q g meeting w a p o w e d g h r d n,127,1,19,0.1,0.0787,True,301,73.47,ham
EML00564,2022-11-20,,m r u e d v f n k m a z k w w o x l i n y e i x p d r j q t h y buy f u u o z s x l i x y x cheap v i p c e f l q b j d ,236,1,39,0.33,0.0466,True,538,79.13,1
EML00017,25/4/2024,Newsletter,r p o m k t a f h i i b n m i g g n s g project c schedule b d n k u e t looking m q o d l n o t o p d g t q k d d p k,50,0,-4,0.1,0.54,True,118,0.8,0
EML00836,14.5.2022,Follow up on our call,s i p a s v review l w t l n r c x p please w i u p s j s l g r i v q attached i r i forward j p w r h discuss k j f x w,79,2,-1,0.04,0.3038,True,201,48.97,HAM
EML00319,,You have been selected!,x v m n b a y p s b r d t g p m s t f v l l y h o b i d j q t n b y y s q free w offer free t p w p k r g w v y e y c fr,219,5,33,0.67,0.105,False,512,89.83, spam
EML00438,22.9.2021,You have been selected!,z m c w h l u o i a m s n r u money r g z j c t l k q h free r e h y j c b i offer w p f h c e v l discount g cheap a q ,170,8,28,0.59,0.0588,True,419,52.32,SPAM
EML03697,,Exclusive deal just for you,y z e x j q s f y x r offer n u w y v h d j o i g a guaranteed j h d n f o d i k exclusive p y discount x o q v z q l f ,269,10,21,0.56,0.0855,False,675,9.38,1
EML01537,7-16-2022,Your order has shipped,d d x w d n o h k j v a m z s u v a i g q j j m n z t r discuss u y f c o u h j p t j n t e d m m z i h u feedback g x k,117,0,13,0.17,0.2137,True,256,24.09,NO
EML03722,21.7.2021,Project update,t y d b a l f j h l document o u o y i c q u q v a j thanks i z k follow o z m a o b s e p w d k n x x q q f o u r v f d,184,1,17,0.18,0.1033,True,429,80.74,NO
EML05102,7-6-2020,Nigerian Prince needs help,s q u s money t d c a v d s free win p u u e s m a c b v f l h n l exclusive click k m o h g c z earn j z d v z c s r v ,76,10,11,0.55,0.3158,True,201,13.4,SPAM
EML01557,4/8/2024,Newsletter,b f feedback o f j i confirm a discuss t f n r r w o i v y z e q t a q k m i z l a o b j z,36,0,18,0.1,0.1944,False,90,14.11,0
EML01003,1-9-2023,Conference call notes,v x r w f d i y c q j d l w v x z r l z f o x m r h d x h u a t t h r s k follow a p i m z confirm,44words,2,1,0.18,0.4773,True,98,58.32,Ham
EML01256,,Lottery winner notification,urgent j x i z i d cash k o y j t j k g j x exclusive n o x p v r f z o r j l i t h v t f h f v s m f buy i h o o u o r ,240,1,8,0.5,0.0917,False,561,26.72,spam
EML04841,16.6.2021,Invoice attached,w p b meeting e z agenda b d r j j v c a k a z s i x z n w j p g y p u b t i v d d i follow t z j q r k y o t forward s ,155,0,15,0.19,0.0129,False,347,4.0,HAM
EML04442,5/5/2022,Happy Birthday!,e c h r o best a w b l j project o v c q w x w z please f n a v c w u g i x c n j i j o l team o s b o p y r q e u t z l,97,2,4,0.08,13.4%,False,235,11.67,0
EML02643,4-4-2020,You have been selected!,f f x l f r exclusive g u d k g v i m i d i j q x r x t u m y x p y x m u x o g f g g v i i k e f o m p e s i j z h m u ,290,3,46,0.69,0.0793,True,,44.39,yes
EML01902,4.7.2022,Dinner plans,d o w r q n v c w d x n o y f o h k g s o c w o z b s f o y c q b p w v p e y regards k c o v h n y o z e p l j j e n o ,174words,0,9,0.19,0.0402,False,415,79.76,Ham
EML02486,,New feature release,k i x v t v b o i o p m v a p q g j w forward l p a l d d g z p o a t e k y please p p d r l c u n y n x z j d x m o i y,199,2,7,0.18,0.1005,True,441,,ham 
EML05024,28/8/2021,Exclusive deal just for you,g buy x z z e q offer d v x p e cheap c k p k l o s f w d n b d d r k l u s r i n free f q c c m w j c s i l v u k free ,231,3,8,0.66,0.0693,False,514,60.21,YES
EML04111,2022-11-19,FREE GIFT for you,o i b h guaranteed a r v x l h n prize m o j cheap e v a p f e free q f k buy c b u u exclusive l q r win b y b x j z op,51,8,8,0.61,0.3137,True,143,66.3, spam
EML01837,,Lottery winner notification,click y f b a l g u i h v a y j p c f u a e y i urgent u s i n s i o w d cheap f l g s e h p j k k n x g h p i r t l o d,189,3,22,0.74,0.0741,False,427,6.4,Yes
EML03021,2-28-2020,Weekend plans,looking r n l g s b l c j m x s f u y a follow o v i c e z z project agenda x looking p thanks i v y report m s e r k k ,173,1,10,0.1,0.1272,False,438,21.31,ham
EML04714,11-5-2024,Click here to claim prize,c w y free m s k y v y b q i u g t g x d c e y j d u d o l p d i x w p z e b m z c n w u prize y g o i i l buy u a t v x,250,10,46,0.5,0.052,False,578,30.79,spam 
EML03940,3.9.2024,100% FREE no obligation,r o x t j n l d c u l w o i b t l f x m m s k o p p b h t n h y b h w p n h u p r z e s l p o c t f g s y k i d e s winn,227,1,46,0.68,0.0132,True,495,94.82,Yes
EML00615,16/2/2020,Make money fast,i k o exclusive j p i w o q a n profit q n a h x k u c guaranteed h opportunity r l m w g profit t n j s z d i h s c f o,59,4,18,0.7,0.4746,True,158,35.03,YES
EML00586,16.3.2023,Special promotion for you,y w e w i u b u e j a c g u o b l d d f m d k h e v c c guaranteed h q y j u n o m v f g p l d congratulations p buy w e,268words,1,30,0.35,0.0672,True,644,17.52,yes
EML02048,11-10-2022,Click here to claim prize,i m d u w l j v u y c opportunity y f w h profit a b k r n z e n d f z s p r w q j c l g prize k cheap k t r a a b f h s,56,6,15,0.73,0.3214,True,137,9.44,spam
EML03749,1-15-2023,Nigerian Prince needs help,m m r win m q z l v a o r d w j k y o k a v w g c z o i i v p d p i d z q i p u h p x t i click e c i l e w u w k limite,132,8,44,0.47,0.2121,False,289,,spam
EML00917,,Reminder: dentist appointment,g o looking thanks u x l t d e r v a q k e w n attached l a y b f c b e i m y w w s h x j w e k m v p n m attached j e p,170,0,20,0.07,0.0647,True,408,85.06,Ham
EML02542,2020-01-27,Special promotion for you,a n p u exclusive f w j d h c b a w l k z u p y r f s s c y v q r f f s g b y v i g d w u o exclusive i w r g b k s s n ,215,1,24,0.66,0.0419,0,490,,YES
EML01049,,Thank you,x e y k thanks c u e a d c v n b u y y a k p a a n y z a s c b b looking a x d n i l j y team r w review s v q w meeting,162,0,3,0.16,0.1605,True,407,, ham
EML04854,5/9/2023,Team lunch Friday,g z c discuss h y o c n t review c l x r p o h g a m b y b m z x q f i o c feedback t p q o s g f team s f o w d review ,113,2,4,0.08,0.2655,False,272,46.75,0
EML03966,2022-01-12,Dinner plans,x t a b q o t z j t c review k y d y z j team s a g v w document k w s y b c a k q r q attached q l s t s p m h j r q n ,67,2,14,0.01,0.2687,False,164,75.96,HAM
EML02278,,Make money fast,e c b p t c r y v a p p d n r d r c p b v p z l b urgent t selected click e cheap g h y s g n n w n w y w e u v w e n co,167,8,49,0.3,0.0778,True,403,32.1,spam
EML04647,6-16-2022,Your order has shipped,c j l z m g p p s s o j q h s a z p b f x review h m c j e v c k forward m a l h n g e r n a y j b i s l looking u a q y,84,2,2,0.16,0.0833,False,196,7.78,ham
EML03556,25.12.2023,Lottery winner notification,o q v a s x s n q d c s h r q w cash r discount a p x b discount h z n i l z offer f a g f s w m v u v o discount z d x ,292,9,40,0.35,0.0171,True,758,32.22,1
EML00181,8-17-2024,Newsletter,c g u c team r n k v b r i m p v f d d h e p c report s v r y d i f u t o i f t g a p f document v p z g i i z t b c p r,166,0,2,0.19,0.1566,False,393,3.83,NO
EML01079,12-16-2022,Thank you,q o e s u o j a update m y r b c y u j i d l d r z d a i w j f c g o o r agenda s c review m a g f t z d report e s i d ,172,2,11,0.09,0.0872,False,405,54.51,Ham
EML02743,22.1.2020,Newsletter,j o a thanks q u p r k o m w m s s k u m c n n w g u o r r r x w w c j v v l d l n regards g m s report g l i p e u g m ,188words,1,15,0.05,0.1383,True,,,ham 
EML03228,1.1.2024,Weekend plans,w f l x v b e o x f e t v b j m d y j v please g x n update z y k y a g y t c q r forward u e schedule y n q m i m b f e,104words,2,6,0.13,0.0288,False,252,54.58,ham 
EML01253,23/11/2021,Earn money online fast,m w a r profit x l v d free cheap cash u m r r m g k s h f n g p q b u h u k f a n y r exclusive click v t j x m t o o c,55,7,45,0.72,0.0727,True,136,20.48,spam 
EML05253,18.11.2023,Report draft for review,best r s n r q z d r o follow r l y d v v j r attached k z o,23,2,0,0.2,0.5217,False,60,74.69, ham
EML00646,21/9/2024,Exclusive deal just for you,l o w j cheap click s r q e u x offer g t j a k y q d r i i u x a o x y m a c z e p u e g r x r z l b m b g b t x g r t ,264,6,20,0.64,0.0455,NO,630,88.93, spam
EML00918,2.8.2020,Team lunch Friday,b p a review l l a d project g q k x r s x r s h g r j m i s x project w n w g n p o b o d q d g u i j w u i l f g w i s,83,2,17,0.07,0.3494,false,194,, ham
EML04315,2023-12-18,,x q f q g v m h earn b i q n s cash opportunity i m j j t t s z h u j l x z l b a c y s t urgent q a x v u d a a m w x p,137,9,34,0.41,0.0949,True,315,81.15,1
EML00675,2022-05-23,Book club meeting,h d g report please s n q m m a u u z schedule e j z s e s n c a u g w a agenda n v best d p t m b j f y y j t b z s c v,137,0,17,0.14,0.1022,False,355,67.82,no
EML04299,1-18-2022,URGENT: Account suspended,m h p y t i d x l a h m g winner d h y o i s r g u z f f f q urgent r q z b c q l m u t o earn n q n j m n x c n d e m g,83,6,35,0.74,0.1325,True,184,83.8,YES
EML00739,9.5.2021,Nigerian Prince needs help,y d p w h r h u s f w q r limited k e c t w r g o f s j e w u b k e g r e d b r j j v c u m e d m d d g opportunity p g ,177words,7,43,0.74,0.1186,True,430,54.07,YES
EML02518,2024-01-12,Conference call notes,d x d j f q w h f report t y a f f d k project s r x t x r feedback s k f d please g r i g z u u q g a m n h z w j w u v,125,0,11,0.13,0.016,True,308,70.67,Ham
EML03638,6-8-2022,Thank you,h a w schedule i e e l schedule u b x x s document best f z v p regards d f follow q z b s a e p d l m m e k p document ,77,0,5,0.05,0.2078,False,203,62.51,ham 
EML04314,2022-05-11,Newsletter,d f u b s k e t update s w r b regards looking k t p e z l a a z y e z f p w n e l f x t u y b q f z l m p m z z c z q g,197,2,3,0.13,0.0914,True,484,62.14,0
EML03992,11-27-2024,Re: your inquiry,w r y j h n b w b t e m n d t p w m o a j c discuss t h r w k f f f v g b x a z g m r h z p q d l q v j u q u g i o k t ,194words,0,5,0.17,0.0722,True,444,88.75,HAM
EML02821,8-27-2023,Follow up on our call,k n c t x n m h m d o p o n m v m attached u v c t attached s h q z l t update q g meeting g i w a e k k b p q h p j m n,144words,0,15,0.04,0.0556,True,347,,ham
EML01468,9-17-2022,Invoice attached,c j z k d q regards w y review a regards r i v k d g w e j c p y h b j a c regards h v g a r,35,0,13,0.17,0.8571,NO,92,89.25,No
EML00628,,Re: your inquiry,t j w g f t m x f l a l x d m m a w y n x z d n e,25,2,5,0.04,1.12,True,49,8.78,0
EML04744,,New feature release,t q b h g t x u h w d r z k j meeting w r x u d forward g t f regards looking y h t q z t u v q z p n z z o f m i v z k ,195,0,14,0.19,0.1385,False,449,26.51,0
EML00595,2024-05-14,Dinner plans,m y y d f q q q b w y x m u f g h a r t f i o e j a h r w b t update b n meeting n i t p g f n p i y t looking q z s x i,198,2,15,0.11,0.0354,False,458,23.82,no
EML02956,23.5.2022,Re: your inquiry,k f k u a w f g v f s u y a y v o t n k k s t discuss u c team j,28,1,3,0.12,0.6786,False,64,79.08,ham
EML00150,,Click here to claim prize,y r click q l i s r a n r h g c v e o a r i s n u g f b v s u e n u n m v x i n c h l l l d h m o n o d f n j x y o z u ,126,5,22,0.69,23.8%,True,286,55.39,yes
EML03442,2.12.2023,Re: your inquiry,r j project w forward m d w w u k z s o o a u w t q h f e n review x k x j x b o v l update f d p w u x x t c e b y q m ,68,1,-17,0.12,0.2647,False,163,86.69,no
EML00089,10/3/2022,Hot singles in your area,o s t l exclusive c earn p e a k f g p selected p r money l y w f p o exclusive r m g m n b r selected opportunity a t k,298words,7,33,0.77,0.0101,True,764,70.15,Spam
EML02537,23/12/2021,Thank you,i s w w w i h a q s i q i l c a p q j f feedback a u meeting m z j t follow w u y q e f n discuss p i t u v d b k b q g ,94,2,3,0.1,0.266,True,227,71.79,ham 
EML00800,,Weekend plans,n a u j c t i e n f k f s forward o y l p e o z d follow w b u s forward j u c project v w j i j f s w p a follow b c o ,49,1,20,0.05,0.551,True,125,63.54,no
EML04043,2023-09-04,Nigerian Prince needs help,a t k w g t i y p buy b x n p k k s s j i m l q y y j j p x opportunity s o n x o a d t p g d g f j q h q offer l x y a ,278,1,16,0.72,0.0719,True,688,,YES
EML03456,2/7/2022,Your order has shipped,s update f h j p project g j o w u p t s f forward o x w t z t f v e x g q confirm s b p m v d i u thanks g i g t g l b ,68,0,9,0.0,39.7%,YES,173,13.18,Ham
EML04292,9.9.2024,Make money fast,b v y r j h d g s o q n k f w i s i o congratulations n b c offer u o a n h o p e y w w o v t n u d h b p j u w y v a q ,131,3,16,0.56,0.1603,True,300,,Yes
EML02592,2-8-2023,Cheap Viagra online,v i m h q s x b exclusive g q r o e k x discount b urgent free f i a o x l j o t d j w m u u v v i s free z m congratula,138,3,12,0.69,0.1014,False,343,98.05,YES
EML05199,,Book club meeting,d c r confirm m v m s n h p r o r b u b j k t s u e v z o j u w t b u l o x m e y o l w x b q h b t y r h t a n p d y p ,187,0,0,0.13,0.0214,True,445,21.91,no
EML04044,2/3/2024,Act now before its too late,s z k a b t f w g r m p k n w v f l x e g l f b k m c m g b y z y p k e p b y j e p w f d l c q x i o v p h m u r c r t ,189,8,37,0.66,0.0952,False,446,48.72,Yes
EML01717,1.12.2024,Free iPhone giveaway,o p g k g profit i j g s p v t t d m i q t i t y j d y v p x e a h p m e s h i k u z m i k v v z z t s m c j v l p h w o,62,9,14,0.34,0.0484,True,128,10.39,SPAM
EML00643,11-27-2024,Cheap Viagra online,j selected j cheap p k e f s t j c p g w money i v u a l l m d cheap p q s r o t d l w z a d q o v p j w v y q h c r q b,242,8,38,0.31,4.5%,True,573,53.87,spam
EML03887,1-19-2021,Congratulations! You won,v exclusive i r n s b v e g f o c s j j g u v m k f v n cash m d i h z u discount x a m f u j r q t d a h m profit c x o,156,1,13,0.61,0.1859,True,369,76.17,yes
EML01785,5.1.2023,Job application received,b c y z i o r w d s j a s h y w forward feedback o v m y f meeting n d p e h u c i n u n g w d g t k i q o z h t g r h q,187,0,17,0.15,0.1176,True,443,2.82, ham
EML02395,12/1/2024,Invoice attached,m feedback h t s i report z d e v a v b e n i z r t z p y,23,0,1,0.04,0.4783,false,57,68.15, ham
EML02754,2021-11-11,Invoice attached,t a v y q z j u k h meeting looking l v o g e c z f u l l i o t d g i l m u z w z z w c w v please g y s c l s w e t h m,156,1,2,0.09,0.0705,True,362,-4.85, ham
EML05099,,Hot singles in your area,win j m m r k g e k buy j z m e l guaranteed free p i selected n q w b t j n t u o cash l n r g v h cash u f x a t v c n,227,8,18,0.55,0.1278,True,564,169.07,Yes
EML01024,26/11/2024,Project update,g z j v p n f m v w m e z u n s review y o c c p k r l w z looking e s r thanks e i y p t x d e a g r g b j r t g projec,82,1,13,0.14,0.0366,False,191,97.74,No
EML00661,1/5/2022,Act now before its too late,c l v m g y f l h w z t g b n q a b r y l d b u g p h l x p limited t m k r w j b prize v m r x u h g e o d prize d z b ,265words,9,8,0.41,0.0151,False,635,28.92,Yes
EML02922,3.5.2022,  Reminder: dentist appointment  ,x q p g v w z i o p h i p x f b i g u w b x g v v w i d t y g t h s b a j b m z u v b y agenda k a d l y report d s u o ,64,0,5,0.15,0.2812,False,142,70.79,NO
EML02842,8-27-2020,Job application received,p s f p w g i t u v r u l r please b l c v o o n f r t r t n i b w z u b g u h a k m m review j g n o z a x z c j w x x ,125,1,8,0.1,0.072,True,273,67.1, ham
EML03622,21/10/2023,New feature release,m v r p r j report e d h q t follow h m h d q b q w g k z y x q k l u s o u a please o o y q j l g r k k h p b z update ,83,0,12,0.08,0.3133,True,196,58.75,NO
EML00814,27/7/2024,Your order has shipped,f a q h l h h e t r w t f b m r q g u q v x s n x feedback o b w y v z m v m d n n w f x q z r w c y n r n e m e follow ,150,1,8,0.09,0.1333,True,351,28.05,No
EML00988,8/3/2024,Meeting tomorrow at 3pm,t d d v v e u x w g update q w c t j h x m u l s o d u u h b v discuss a s q a l l u s q o g k f x o s f v y w s z h n k,177,2,7,0.14,0.0847,False,,98.95,Ham
EML02902,7.5.2023,Quick question,b q s o d h g w x a o j e v i z p t w n t regards l l p a c u d v discuss c n b l w i l v o c f project m q s b k confir,92,2,1,0.01,0.0435,True,212,21.76,NO
EML03201,28.11.2020,Hot singles in your area,win x f y c e z p o w u d money a a f w u h x r y n b l u u h k n k p t e o r z congratulations o v u prize l v a h a k ,57,8,50,0.55,0.1053,True,137,94.25,yes
EML04335,,Cheap Viagra online,x selected g y i g q d p q r a n o o p h o e o j g o c cheap s z winner w c free z d p i l g f e n b y x b e a k s z k o,293words,4,37,0.57,0.0683,True,713,39.38,1
EML00556,5-27-2022,Follow up on our call,l c t s j k a x a r c y c k s f review r m m g g x j w n c u l o d j q a thanks p h c g h g please t l z a p z h b z y b,182words,1,11,0.13,3.8%,True,435,0.28, ham
EML00287,8-17-2020,Special promotion for you,c q t l t o g z c f x t h i y v m click j r y h a b s g l z win m t h w e i q k o m f h g r x k t k e l v y a p s h u h ,215,8,29,0.53,14.0%,True,485,-7.36,Yes
EML02918,2024-08-11,Quarterly report,d g l b y s c o e m h u f forward p o e o j o j m t w j j w t k z p s u o w y z w r x w m e team k w n v w g x e f n k g,134,1,9,0.02,0.0746,False,307,41.41,NO
EML04307,12-5-2024,Book club meeting,z m w s g a b u x i t z p u w c o d s r f g k f review i y d g h best m g n u s c g z e update w f p j b c w r w w looki,86,1,7,0.06,0.0698,True,211,-2.08,Ham
EML04962,1-22-2022,Dinner plans,s s b x e u l o y f f meeting y o k s f u q h follow a d q o v e b f j q f j k t p z u l schedule g attached k b b u h j,96,0,19,0.01,0.25,True,243,70.86,Ham
EML02461,,Exclusive deal just for you,t f a e l n q l buy o o i j z h u money i k s s earn g m z urgent u c s y w d p q g b f n c s winner f k profit v g e b ,232,8,33,0.66,1.7%,True,552,64.22,Yes
EML01383,3-22-2024,Happy Birthday!,v o r h s g r l k y b k w p q v l d q o t j s please l w e f best v e s g s i g i h confirm u d w w r z please v t e a m,105,1,12,0.03,0.1143,False,233,39.27,Ham
EML03913,5/10/2022,Earn money online fast,q d v f profit e i y c a f n profit d winner a p i f w i p r u r c selected j p m cash u f i d e q w o discount h b v x ,219,8,26,0.61,0.1324,True,542,-9.13,YES
EML04924,9-28-2020,FREE GIFT for you,v h win j f m q limited k w f f o s p l a y m w x y limited q j m k g u d q u v b l d j y t f u p g f winner l d j a lim,241,3,44,0.73,0.0373,NO,551,,yes
EML02339,3-1-2022,New feature release,d y l c p z j meeting v p f h t k u a p e z u o t v v c n v h project y y i j v r y feedback u f y d review f j x z b p ,105,1,5,0.07,0.1048,False,271,97.22,0
EML04610,17/1/2023,Your order has shipped,u z u v y c k p a best c m b c t y n s t k thanks m r d confirm y j x h e g follow h f l o j t i x n x schedule d t v w ,186,1,1,0.16,0.5%,1,437,43.3,Ham
EML01389,15/9/2024,Happy Birthday!,c y g v n h j g k j i e z h p r h v f t a f u k b p v d j c x i s k u e q h o j u m k h y best report l e k d i m b q c ,188,0,12,0.13,0.0638,False,415,-9.59,Ham
EML02516,25/12/2023,New feature release,v a m i v e j i n s x l follow c feedback l t j t z k h please l i d r confirm b m w i j r p b t p f j meeting e c r h i,46,2,18,0.0,0.0652,True,120,36.87,ham
EML00927,,Follow up on our call,y q h team g s o c y f c a t p e t regards t m s h s b u o n y e a c l s j s b l w g l j e document g looking e r q i q ,115,1,13,0.05,0.087,False,261,4.49,No
EML04409,2020-03-15,Click here to claim prize,r y g y y j n j u m n z x n l s t m n w limited h q x g g selected m b s d h l k q guaranteed q n f d s j k v e d h b b ,89,8,3,0.39,30.3%,true,202,74.64,spam 
EML02370,2023-12-13,WIN $1000 NOW!!!,x j t b z cash g s m e c r o u u v k x p g z z t y v b z c opportunity a x u i o i l j z k q cheap urgent b d r a k c n ,118,3,19,0.8,0.0763,True,298,82.32,yes
EML04817,2023-03-13,Weekend plans,q k o w b r e e team c x b o discuss f a w w discuss w t i schedule d k w w n i i q f t e m f f y x j s feedback w h h g,100,2,17,0.04,0.28,False,254,22.63,ham 
EML02700,28.10.2021,Buy now limited offer,e b x d g k v q v e t o d y exclusive e n l offer r p j l i v l a w v t s t l c congratulations t k k guaranteed l cash ,71,6,40,0.6,0.0,True,179,1.64,Yes
